name,year_published,min_players,max_players,play_time,min_age,users_rated,rating_average,bgg_rank,complexity_average,owned_users,mechanics
Mayday,1978.0,2,2,120,12,147,5.86,12652,2.25,465.0,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation"
Cubeez,2018.0,2,4,15,6,62,6.31,12653,1.0,150.0,Pattern Recognition
Wallet,2017.0,2,7,30,8,115,6.06,12654,2.0,394.0,"Card Drafting, Hand Management, Set Collection"
Pirates! Card Game,2014.0,2,6,30,12,69,6.29,12655,2.11,144.0,"Campaign / Battle Card Driven, Dice Rolling"
Sherwood Showdown,2009.0,2,2,20,8,48,6.5,12656,1.57,136.0,"Auction/Bidding, Hand Management"
Imperial Sunset: The Battle of Leyte Gulf 1944,2006.0,2,2,240,12,49,6.68,12657,3.3,304.0,"Chit-Pull System, Dice Rolling, Hexagon Grid"
MERCS: Conflict,2014.0,2,2,30,12,96,6.04,12658,2.4,339.0,"Deck Bag and Pool Building, Dice Rolling, Player Elimination, Variable Player Powers"
Turning Point: The Battle of Stalingrad,1972.0,2,2,180,12,55,6.59,12659,2.5,193.0,"Dice Rolling, Hexagon Grid, Simulation"
Disney Eye Found It!: Hidden Picture Card Game,2015.0,2,10,20,3,68,6.42,12660,1.0,238.0,Pattern Recognition
Celtic Quest,2005.0,2,5,60,8,81,6.1,12661,2.69,148.0,"Pick-up and Deliver, Variable Player Powers"
Dragons of Glory,1986.0,2,2,180,12,71,6.21,12662,2.57,176.0,"Chit-Pull System, Hexagon Grid"
Rattaneer,2017.0,2,5,45,10,41,6.53,12663,2.0,58.0,Simultaneous Action Selection
Coast-to-Coast Rails,2009.0,3,6,60,10,39,6.59,12664,2.25,39.0,"Auction/Bidding, Network and Route Building, Stock Holding"
The Chinese Civil War of 1930,2010.0,2,5,0,6,31,6.91,12665,2.83,58.0,"Area Majority / Influence, Campaign / Battle Card Driven"
Buraco,0.0,2,4,60,0,58,6.3,12666,2.33,76.0,"Hand Management, Set Collection"
Bomber: A Game of Daylight Bombing of Europe,1982.0,2,2,90,12,46,6.74,12667,3.17,207.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Minimap Resolution, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
Stock hold'em,2018.0,3,6,40,10,41,6.53,12668,0.0,59.0,Stock Holding
QANGO,2016.0,2,2,10,7,179,5.79,12669,1.4,190.0,Pattern Building
Jungle Speed: 20 Years,2014.0,2,8,0,0,47,6.6,12670,0.0,140.0,Pattern Recognition
Nuts!,2011.0,2,6,15,13,761,5.63,12671,1.05,1628.0,"Hand Management, Set Collection"
All Quiet on the Martian Front,2014.0,2,2,0,12,44,6.96,12672,2.17,125.0,"Dice Rolling, Secret Unit Deployment, Simulation, Variable Player Powers"
Scotland Yard Junior,2014.0,2,4,20,6,76,6.02,12673,1.0,186.0,Team-Based Game
Rappakalja Extreme,2008.0,3,8,60,12,93,6.15,12674,1.44,147.0,"Paper-and-Pencil, Storytelling, Voting"
You Gotta Be Kitten Me!,2016.0,2,10,30,10,141,5.85,12675,1.33,317.0,
Road Rally USA,2013.0,3,5,60,8,107,5.93,12676,1.83,356.0,Hand Management
Proteus,1983.0,2,2,30,0,35,6.93,12677,3.67,49.0,Pattern Building
Hawken: Real-Time Card Game - Sharpshooter vs. Bruiser,2014.0,2,2,20,12,44,6.5,12678,1.0,162.0,"Campaign / Battle Card Driven, Hand Management, Simultaneous Action Selection"
Brutus,2017.0,4,10,45,10,30,6.9,12679,1.0,87.0,Hand Management
Dungeons & Dragons Chainmail,2001.0,2,6,60,10,115,5.95,12680,3.11,228.0,"Dice Rolling, Role Playing"
Formissimo,2008.0,1,5,15,8,42,6.51,12681,1.0,70.0,Pattern Recognition
Wayward,2019.0,1,5,60,14,35,7.54,12682,2.5,122.0,Cooperative Game
Consensus Movie Edition,2009.0,3,8,30,17,38,6.79,12683,2.0,80.0,"Card Drafting, Simultaneous Action Selection, Voting"
Genesis,2010.0,2,6,60,10,297,5.68,12684,2.35,343.0,Set Collection
Forceball,2006.0,2,2,30,10,87,6.11,12685,2.0,328.0,"Card Drafting, Hand Management"
Zombiegeddon,2009.0,2,4,60,0,234,5.72,12686,2.13,463.0,"Enclosure, Modular Board, Point to Point Movement, Set Collection"
Nobjects,2019.0,3,6,30,8,49,6.43,12687,1.0,97.0,Line Drawing
Imagidice!,2000.0,2,12,20,4,48,6.35,12688,1.0,155.0,"Cooperative Game, Dice Rolling, Storytelling"
Lemonade Stall,2010.0,2,4,60,10,32,7.3,12689,2.54,26.0,"Commodity Speculation, Dice Rolling, Simulation"
Barnyard Buddies,1996.0,2,8,15,4,223,5.72,12690,1.03,531.0,Pattern Recognition
Heróis de San Villano,2019.0,1,4,75,10,31,7.18,12691,2.5,54.0,"Area Movement, Modular Board, Rock-Paper-Scissors, Set Collection, Take That"
Donkey: It's a Kick!,2011.0,3,8,45,8,49,6.78,12692,1.0,87.0,"Card Drafting, Set Collection"
My Fair Princess,2015.0,3,4,100,10,44,6.49,12693,2.86,112.0,"Dice Rolling, Worker Placement"
El Cinéfilo,2013.0,0,0,0,0,56,6.54,12694,2.0,88.0,
Omerta,2019.0,3,5,20,10,59,6.31,12695,1.0,116.0,"Hand Management, Memory, Take That"
Valerian: The Alpha Missions,2017.0,2,4,30,13,59,6.3,12696,2.5,221.0,"Cooperative Game, Dice Rolling, Modular Board"
Hinge of Fate,2013.0,1,4,180,0,31,6.85,12697,2.2,176.0,Hexagon Grid
Pictopia: Disney Edition,2014.0,2,6,60,7,180,5.8,12698,1.0,700.0,"Betting and Bluffing, Roll / Spin and Move, Simultaneous Action Selection, Voting"
Grimoire Shuffle,2012.0,4,6,30,10,61,6.28,12699,2.25,490.0,"Modular Board, Team-Based Game, Variable Player Powers"
Battleship: Hidden Threat,2011.0,2,2,15,7,227,5.84,12700,1.14,591.0,"Campaign / Battle Card Driven, Hand Management, Variable Player Powers"
Venice,2021.0,1,5,90,14,34,6.93,12701,2.5,146.0,"Network and Route Building, Pick-up and Deliver, Point to Point Movement, Trading, Worker Placement"
Ninja Squad,2018.0,2,4,45,10,67,6.23,12702,2.0,152.0,"Cooperative Game, Network and Route Building, Take That"
WW2 Deluxe: The War in Europe,2018.0,2,2,360,12,32,6.85,12703,2.43,104.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control"
Thieves of Bagdad,1999.0,3,6,90,10,118,5.98,12704,2.17,303.0,"Card Drafting, Hexagon Grid, Set Collection, Trading, Variable Player Powers"
Poetry Slam,2018.0,3,10,45,10,43,6.48,12705,1.0,125.0,"Paper-and-Pencil, Voting"
The Toledo War,2019.0,2,2,20,0,37,6.79,12706,1.67,150.0,Card Play Conflict Resolution
Odysseus,2001.0,3,6,45,10,216,5.72,12707,1.9,442.0,Variable Player Powers
Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,1983.0,2,2,0,12,32,6.86,12708,2.8,102.0,"Area Movement, Dice Rolling"
Holiday!,1973.0,2,8,40,8,39,6.61,12709,2.0,33.0,Auction/Bidding
Kingsport Festival: The Card Game,2017.0,3,5,30,13,104,6.0,12710,2.0,435.0,"Card Drafting, Dice Rolling, Hand Management"
"Die Welt: Singapur, wo liegt das nur?",2013.0,2,6,60,10,72,6.11,12711,1.0,128.0,
The Great War 1914-1918,1976.0,2,7,120,12,45,6.58,12712,3.4,178.0,Area Movement
Pusher,1993.0,2,3,20,7,77,6.04,12713,1.6,212.0,
Back to the Future: An Adventure Through Time,2016.0,2,4,30,10,210,5.78,12714,2.33,691.0,Hand Management
Head-to-Head Poker,2005.0,2,2,30,10,203,5.75,12715,1.59,349.0,"Betting and Bluffing, Dice Rolling, Hand Management, Set Collection"
Alexander's Campaign,2017.0,2,3,60,10,37,6.77,12716,2.0,120.0,"Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers"
Nightmare Forest: Alien Invasion,2017.0,1,6,60,8,59,6.84,12717,1.67,206.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management"
Collapse,2015.0,2,4,20,8,68,6.29,12718,2.33,173.0,"Deck Bag and Pool Building, Set Collection"
Over the Top: Command Decision Series Game,1990.0,0,0,0,12,33,7.09,12719,3.0,126.0,
Guardians' Chronicles: Clash of Heroes,2017.0,1,6,180,10,34,7.06,12720,3.0,198.0,"Action Queue, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Role Playing, Variable Player Powers"
Vikingjarl,2020.0,2,4,60,12,43,7.7,12721,2.67,87.0,"Action Points, Area Movement, Dice Rolling, Trading"
H.I.D.E.: Hidden Identity Dice Espionage,2015.0,3,5,30,8,181,5.82,12722,1.6,484.0,"Deduction, Dice Rolling, Hidden Roles, Player Elimination, Push Your Luck"
Mwahahaha!,2008.0,2,5,120,0,454,5.67,12723,2.56,817.0,
Ultimate Scheme,2016.0,2,4,90,13,41,7.14,12724,2.33,104.0,"Hand Management, Variable Player Powers, Worker Placement"
Fish Stix,2009.0,2,4,20,6,80,6.02,12725,1.67,174.0,"Pattern Building, Pattern Recognition, Tile Placement"
Friesen-Törn,2005.0,3,6,45,10,50,6.34,12726,1.27,75.0,Area-Impulse
Shooting Stars: A Tactical Game of Fighter Combat in Space,1980.0,1,4,120,12,55,6.45,12727,2.25,202.0,"Action Points, Hexagon Grid, Simultaneous Action Selection"
Spectrangle,1989.0,1,4,45,8,251,5.77,12728,1.5,556.0,"Team-Based Game, Tile Placement"
Meatgrinder: Battle for  Xuân L?c 1975,2011.0,2,2,280,0,33,6.89,12729,3.25,254.0,"Dice Rolling, Hexagon Grid"
Corona,1974.0,2,10,45,12,51,6.58,12730,2.33,146.0,"Auction/Bidding, Dice Rolling"
The Hobbit: An Unexpected Party,2020.0,2,4,60,10,31,7.06,12731,2.0,73.0,"Pick-up and Deliver, Push Your Luck, Set Collection, Variable Player Powers, Worker Placement"
"Armati: Rules and Lists for Ancient, Medieval & Renaissance Wargaming",1994.0,2,2,120,12,35,6.8,12732,2.83,102.0,"Area-Impulse, Measurement Movement"
Death Show TV,2017.0,2,8,60,14,67,6.5,12733,1.8,122.0,"Dice Rolling, Hand Management, Take That, Variable Player Powers"
C. C. Higgins Rail Pass,2014.0,2,6,60,8,56,6.3,12734,1.67,174.0,"Network and Route Building, Point to Point Movement, Set Collection"
Wild Fun West,2012.0,4,8,45,8,124,5.87,12735,1.88,318.0,Auction/Bidding
Creatures and Cupcakes,2019.0,2,4,30,6,76,6.16,12736,1.25,152.0,"Push Your Luck, Take That"
Voice of the Mummy,1971.0,2,4,30,7,36,7.74,12737,1.25,81.0,"Dice Rolling, Roll / Spin and Move, Set Collection"
Osaki ni Shitsurei Shima-su!!,2008.0,2,4,20,0,75,6.09,12738,1.29,89.0,"Hand Management, Set Collection"
Battlegame Book 4: World War II,1975.0,2,2,30,7,37,6.84,12739,1.71,84.0,"Point to Point Movement, Variable Player Powers"
Mad Scientist University,2005.0,3,7,45,10,165,5.78,12740,1.05,396.0,"Player Judge, Storytelling"
Miss Monster,2005.0,3,4,40,7,49,6.36,12741,1.25,90.0,
Aether,2010.0,2,4,45,10,131,5.83,12742,2.4,93.0,"Area Majority / Influence, Modular Board, Pattern Building, Tile Placement"
Operation Pegasus,1980.0,2,2,180,12,64,6.39,12743,3.2,225.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Set-up"
Wakanda Forever,2019.0,3,5,60,10,78,6.35,12744,1.4,428.0,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers"
Uglydoll Loonacy,2016.0,2,5,10,8,46,6.41,12745,1.0,174.0,"Hand Management, Pattern Recognition"
"25 Words or Less: People, Places and Things Edition",2006.0,4,99,30,8,33,6.9,12746,2.0,52.0,Set Collection
Docteur Pilule,2016.0,4,10,60,10,44,6.76,12747,1.0,96.0,Acting
Nuba,1995.0,2,2,10,12,52,6.35,12748,2.0,110.0,"Grid Movement, Square Grid"
Startropolis,2019.0,2,4,60,8,65,6.51,12749,2.0,240.0,"Modular Board, Tile Placement"
Da Yu: The Flood Conqueror,2014.0,2,4,30,10,41,6.56,12750,2.33,71.0,"Action Points, Action Queue, Hand Management"
Tinker Tailor,2015.0,2,6,60,8,66,6.48,12751,2.0,118.0,"Set Collection, Variable Player Powers"
Pirates!,2005.0,2,6,30,7,186,5.76,12752,1.5,390.0,Dice Rolling
TRUT,2017.0,2,4,15,8,44,6.61,12753,1.67,198.0,"Card Drafting, Hand Management, Take That, Team-Based Game"
Articulate! Your Life,2010.0,4,20,60,12,95,6.1,12754,1.0,206.0,"Dice Rolling, Team-Based Game"
Village in a Box,2013.0,2,4,15,12,111,6.1,12755,1.33,254.0,"Hand Management, Network and Route Building, Set Collection, Trading"
Head of Mousehold,2017.0,2,5,40,8,41,6.84,12756,2.0,89.0,"Memory, Tile Placement"
The Awful Orphanage,2019.0,1,6,90,14,85,6.37,12757,1.67,273.0,"Action Points, Cooperative Game, Modular Board, Push Your Luck, Tile Placement"
Der Herr der Ringe: Die Zwei Türme - das Kartenspiel,2002.0,2,5,30,9,183,5.78,12758,1.91,462.0,
Bear Down!,2019.0,2,4,20,6,50,6.38,12759,1.0,99.0,Dice Rolling
Cock & Bull,2009.0,2,2,15,10,62,6.57,12760,1.0,122.0,Dice Rolling
Uno: Super Mario,2016.0,2,10,0,7,118,6.16,12761,1.0,488.0,Hand Management
Captain Black,2015.0,2,4,50,6,60,6.26,12762,1.5,132.0,"Cooperative Game, Roll / Spin and Move"
Mausgeflippt,2009.0,2,6,15,6,116,5.95,12763,1.13,237.0,
Steven Universe: Beach-A-Palooza Card Battling Game,2020.0,2,6,60,10,30,7.41,12764,2.0,127.0,"Card Drafting, Kill Steal"
Monster City Planners,2013.0,2,4,20,12,53,6.31,12765,2.25,101.0,"Card Drafting, Hand Management, Pattern Building, Take That"
Optimates et Populares,2017.0,2,2,90,0,38,6.58,12767,2.0,165.0,
"Lille: The Classic Vauban Siege, 1708",1978.0,0,0,0,12,37,6.72,12768,3.29,100.0,"Point to Point Movement, Simulation"
Kraken-Alarm,2010.0,2,4,20,5,141,5.9,12769,1.3,196.0,Memory
Anno Domini: Münzen,2002.0,2,8,30,10,43,6.46,12770,1.0,109.0,Card Drafting
Castles of Caleira,2018.0,2,4,10,8,67,6.18,12771,1.33,174.0,
Lembitu,2015.0,2,4,60,8,60,6.43,12772,2.63,92.0,"Action Points, Cooperative Game, Dice Rolling, Point to Point Movement"
Showdown Yahtzee,1991.0,2,4,30,8,181,5.78,12773,1.29,560.0,Dice Rolling
Helios Expanse,2019.0,3,5,60,10,30,7.01,12774,2.0,105.0,"Action Queue, Area Majority / Influence, Area Movement, Hexagon Grid"
Zaginione Dziedzictwo: Wie?a Bia?oz?ota,2015.0,2,4,10,10,59,6.28,12775,0.0,165.0,"Hand Management, Memory, Player Elimination"
Stratego Tournament,2001.0,2,2,15,18,51,6.37,12776,2.33,138.0,Secret Unit Deployment
Imaginiff: 10th Anniversary Edition,2008.0,3,8,35,12,110,6.02,12777,1.0,288.0,"Roll / Spin and Move, Simultaneous Action Selection, Voting"
Science Ninjas: Valence,2015.0,2,5,25,8,56,6.43,12778,2.0,222.0,
Terakh: A Creative Strategy Game,2005.0,2,6,120,9,135,5.91,12779,2.37,273.0,"Dice Rolling, Modular Board, Variable Player Powers"
Seii Taishogun,2008.0,2,4,45,8,35,7.07,12780,2.25,77.0,"Area Majority / Influence, Hand Management"
Trollfjord,2018.0,2,4,60,10,142,5.93,12781,2.0,202.0,"Area Majority / Influence, Push Your Luck, Team-Based Game, Time Track"
Plunder,2013.0,2,6,45,10,133,5.88,12782,2.0,352.0,
Rory's Story Cubes: Explore,2017.0,1,12,20,6,42,6.69,12783,0.0,224.0,"Cooperative Game, Dice Rolling, Storytelling"
Qwarks,2017.0,2,8,30,8,36,6.9,12784,1.0,130.0,"Memory, Simultaneous Action Selection"
Blindes Huhn,2007.0,3,5,30,10,110,5.97,12785,1.64,172.0,Auction/Bidding
Stoner Fluxx,2003.0,2,6,15,18,723,5.7,12786,1.33,1637.0,"Hand Management, Set Collection"
Mouse Match,2007.0,2,6,15,4,69,6.14,12787,1.0,116.0,Memory
Punch!,2005.0,2,2,15,8,77,6.31,12788,1.11,105.0,"Card Drafting, Simultaneous Action Selection"
Kibble Scuffle,2019.0,2,4,30,14,52,6.28,12789,2.0,156.0,Area Majority / Influence
Banjooli Xeet (Second Edition),2018.0,2,5,30,8,37,7.06,12790,1.67,85.0,"Dice Rolling, Modular Board, Roll / Spin and Move"
El Aprendiz de Merlín,2018.0,2,4,15,6,41,7.08,12791,1.0,69.0,"Card Drafting, Rock-Paper-Scissors"
Wackee SIX,2004.0,2,12,30,6,71,6.25,12792,1.0,140.0,Pattern Building
¡Arre Unicornio!,2018.0,2,8,40,10,60,6.65,12793,1.0,204.0,"Role Playing, Take That"
Reis de Portugal,2014.0,2,4,30,7,53,6.41,12794,1.2,113.0,"Hand Management, Trick-taking"
Quizzle,1978.0,2,4,30,10,37,6.65,12795,2.25,80.0,Tile Placement
In A Bind Jr,2016.0,3,7,25,4,33,7.02,12796,1.0,116.0,"Acting, Cooperative Game, Player Elimination, Team-Based Game"
The Campaigns of Frederick the Great,1993.0,1,4,180,12,63,6.22,12797,2.44,220.0,"Dice Rolling, Hexagon Grid"
Sceptre 1027 A.D.,1986.0,2,4,120,0,47,6.66,12798,2.33,112.0,Modular Board
Zambezi: The Expedition Game,2015.0,2,8,90,10,65,6.25,12799,2.0,101.0,
Warhammer Fantasy Battle (Third Edition),1987.0,2,99,360,16,30,7.22,12800,0.0,78.0,"Dice Rolling, Modular Board, Variable Player Powers"
Power Play: Schemes & Skulduggery,2014.0,4,8,60,13,39,7.07,12801,2.0,223.0,"Storytelling, Variable Player Powers, Voting"
Private Die,2016.0,2,6,15,10,50,6.63,12802,1.33,118.0,"Dice Rolling, Push Your Luck, Variable Player Powers"
Battleship Live,2010.0,2,2,0,8,49,6.42,12803,1.75,146.0,Secret Unit Deployment
Straszyd?a,2019.0,2,4,120,13,34,7.25,12804,3.67,57.0,"Area Majority / Influence, Area Movement, Set Collection, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers"
Tropico,2017.0,2,8,0,8,48,6.38,12805,1.0,105.0,Memory
The Air-Eaters Strike Back!,1981.0,1,5,180,14,50,6.57,12806,2.5,234.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Brewhouse Bash,1998.0,2,10,0,10,59,6.23,12807,1.55,153.0,"Action Points, Dice Rolling, Variable Player Powers"
Kokopelli,2021.0,2,4,60,12,39,6.61,12808,0.0,28.0,Hand Management
Patton Goes to War,1987.0,2,2,180,12,55,6.42,12809,2.92,381.0,Hexagon Grid
Legends of Empires,2016.0,1,4,120,14,59,6.27,12810,3.5,77.0,"Dice Rolling, Hand Management"
Wolves of Mercia,2019.0,5,16,45,13,64,6.89,12811,3.0,180.0,"Traitor Game, Variable Phase Order, Variable Player Powers"
MacArthur's Return: Leyte 1944,1994.0,2,2,180,14,56,6.59,12812,3.23,251.0,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation"
MeowMeow Mia,2018.0,5,10,45,10,34,6.96,12813,1.0,63.0,"Acting, Team-Based Game, Voting"
From Overlord to Berlin,2010.0,2,2,360,0,33,6.94,12814,2.23,160.0,"Area Movement, Dice Rolling"
U.S.S. Freedom,2021.0,1,6,60,14,35,8.69,12815,3.0,13.0,"Action/Event, Campaign / Battle Card Driven, Cooperative Game, Grid Movement, Push Your Luck, Tile Placement, Variable Player Powers, Worker Placement, Different Worker Types"
"The Lost Battalion: The Meuse-Argonne Offensive, 1918",2003.0,1,2,0,0,41,6.75,12816,3.11,266.0,Hexagon Grid
Spy or Die Trying,2013.0,2,4,60,12,50,6.6,12817,2.83,176.0,"Cooperative Game, Dice Rolling, Set Collection"
Guadalcanal,1966.0,2,2,360,12,147,5.87,12818,2.43,462.0,"Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Memory, Paper-and-Pencil, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Zone of Control"
Retsami,2006.0,2,2,40,0,65,6.29,12819,2.63,79.0,
Mafia the Party Game,2014.0,7,36,20,8,40,6.89,12820,2.0,131.0,
7 pecados,2017.0,2,6,30,10,109,6.18,12821,1.14,175.0,Card Drafting
PaiMiahhh,2016.0,4,4,40,10,38,6.57,12822,2.0,78.0,"Hand Management, Trick-taking"
Bellum,2017.0,2,2,0,0,38,6.96,12823,2.75,130.0,"Deck Bag and Pool Building, Hand Management"
APBA American Saddle Racing,1970.0,1,20,30,0,44,6.8,12824,1.0,61.0,Simulation
Master Thief,2017.0,3,6,30,10,62,6.46,12825,2.0,199.0,"Push Your Luck, Take That"
Magic: The Gathering - Duel Decks: Speed vs. Cunning,2014.0,2,2,0,13,39,6.78,12826,0.0,182.0,"Campaign / Battle Card Driven, Hand Management, Player Elimination"
The Pioneers Program,2017.0,3,6,90,13,87,6.27,12827,2.25,262.0,"Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management, Take That, Variable Phase Order"
Pokémon Master Trainer II,2001.0,2,6,45,7,77,6.62,12828,2.67,160.0,"Roll / Spin and Move, Set Collection"
Town of Salem: The Card Game,2017.0,4,36,45,8,102,6.33,12829,1.5,416.0,Voting
Construction Zone,2012.0,2,4,20,8,129,5.88,12830,1.3,136.0,"Hand Management, Set Collection"
New Orleans Big Band,1990.0,3,6,90,10,131,5.85,12831,1.8,259.0,"Set Collection, Trading"
Amalfi,2020.0,1,4,180,12,35,6.99,12832,3.17,41.0,"Drafting, Resource to Move, Worker Placement"
Crazy Mistigri,2016.0,3,5,15,7,118,6.03,12833,1.0,265.0,
Quantik,2019.0,2,2,20,8,127,5.9,12834,1.6,104.0,
Tiku,1993.0,2,2,15,0,36,6.8,12835,1.6,68.0,Area Majority / Influence
Royal Defense,2016.0,2,4,90,12,30,7.77,12836,2.0,30.0,"Area Movement, Grid Movement, Variable Player Powers"
Panzer General: Russian Assault,2010.0,1,2,60,10,92,6.01,12837,2.58,469.0,"Campaign / Battle Card Driven, Modular Board, Variable Player Powers"
Z-G,2001.0,2,4,60,10,38,6.68,12838,2.0,93.0,"Action Points, Action Queue, Area-Impulse, Modular Board, Simultaneous Action Selection, Variable Player Powers"
Cat'astrophes,2018.0,2,6,20,7,83,6.12,12839,1.0,233.0,"Action Queue, Hand Management, Memory"
Malacca,2013.0,2,8,20,9,95,6.09,12840,2.0,129.0,"Betting and Bluffing, Rock-Paper-Scissors, Role Playing"
Diceland: Dragons,2005.0,2,4,20,10,44,6.42,12841,1.86,151.0,"Dice Rolling, Variable Player Powers"
TRIUMPH: A card-arranging strategy game,2016.0,2,4,25,10,37,7.02,12842,1.75,116.0,"Hand Management, Memory, Pattern Building, Set Collection"
News@11,2015.0,3,6,45,8,63,6.2,12843,1.0,198.0,"Acting, Storytelling"
Liar!,2005.0,2,2,5,10,44,6.55,12844,1.36,45.0,"Hand Management, Memory"
In Flanders Fields,1998.0,1,2,10,12,43,6.62,12845,3.09,190.0,"Hexagon Grid, Simulation"
Red Army: The Destruction of Army Group Center,1982.0,2,2,360,12,68,6.22,12846,2.31,237.0,Hexagon Grid
Okinawa: The Bloodiest Battle of the Pacific Ocean,1979.0,2,2,240,12,99,6.2,12847,3.05,243.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Variable Set-up, Zone of Control"
Avalanche at Yeti Mountain,2016.0,1,5,30,8,178,5.77,12848,1.25,523.0,"Hand Management, Player Elimination, Simultaneous Action Selection"
Scrappers,2009.0,2,4,60,9,194,5.85,12849,1.71,671.0,"Hand Management, Set Collection"
Mat Goceng,2013.0,3,6,30,10,55,6.59,12850,1.33,68.0,"Hand Management, Take That, Team-Based Game"
Orchard: The Card Game,2009.0,1,6,0,3,59,6.29,12851,1.0,144.0,"Cooperative Game, Set Collection"
Mohawk,1983.0,2,2,240,0,40,7.18,12852,2.56,107.0,"Dice Rolling, Minimap Resolution, Movement Points, Point to Point Movement, Simulation"
Haste Worte? Das Würfelspiel,2018.0,2,6,45,10,34,6.68,12853,1.0,84.0,Dice Rolling
Gangs of Britannia,2018.0,3,5,75,10,39,7.18,12854,1.67,51.0,"Area Majority / Influence, Team-Based Game, Variable Player Powers, Worker Placement"
Pass-Ackwords,2012.0,4,4,60,12,45,6.39,12855,1.4,71.0,
Dvorak,2000.0,2,6,30,10,33,6.83,12856,1.43,37.0,Variable Player Powers
North Pole,2011.0,2,6,30,9,65,6.3,12857,1.57,131.0,"Card Drafting, Hand Management, Modular Board, Point to Point Movement, Set Collection, Tile Placement"
Runaljod: The sound of the runes,2019.0,1,4,120,14,46,7.54,12858,2.0,89.0,"Cooperative Game, Grid Movement, Modular Board, Multiple Maps, Role Playing, Scenario / Mission / Campaign Game, Team-Based Game, Tile Placement, Variable Phase Order, Variable Player Powers"
Der geheimnisvolle Zaubersee,2018.0,2,5,15,5,33,6.85,12859,1.0,58.0,Cooperative Game
The Battle for Jerusalem 1967,1977.0,2,2,180,12,34,6.88,12860,2.29,93.0,Hexagon Grid
Zampa La Granja,2017.0,2,5,20,5,55,6.45,12861,1.0,82.0,"Memory, Push Your Luck, Set Collection"
Firefight: Modern U.S. and Soviet Small Unit Tactics,1976.0,2,2,90,12,210,5.92,12862,2.78,687.0,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
Tausch Rausch,2015.0,2,4,25,8,85,5.99,12863,1.67,204.0,
Napoleon and the Archduke Charles: The Battle of Abensberg,1987.0,2,2,360,12,85,6.03,12864,2.67,462.0,"Dice Rolling, Hexagon Grid"
Decision: Iraq,2013.0,1,2,240,14,34,6.69,12865,2.33,202.0,"Area Majority / Influence, Point to Point Movement"
Stalin's Tanks: Armor Battles on the Russian Front,1980.0,2,2,60,12,60,6.29,12866,2.22,395.0,"Dice Rolling, Hexagon Grid"
El Switcher,2013.0,2,4,45,10,43,6.62,12867,2.25,68.0,"Pattern Building, Pattern Recognition"
Lemuria,2014.0,3,4,100,10,56,6.27,12868,2.86,370.0,"Action Points, Area Majority / Influence, Card Drafting, Worker Placement"
Gnomi,2016.0,2,6,10,12,51,6.36,12869,1.25,152.0,"Hand Management, Memory, Player Elimination"
Kathai,2000.0,3,5,45,10,170,5.76,12870,1.76,318.0,"Set Collection, Trading"
Fiasko,1997.0,2,5,20,10,87,6.0,12871,1.0,148.0,"Push Your Luck, Set Collection"
Confrontation,1974.0,2,4,60,10,37,6.74,12872,2.14,72.0,"Modular Board, Secret Unit Deployment, Simultaneous Action Selection"
Wolsung Steampunk Skirmish Game,2011.0,2,4,40,14,36,8.3,12873,2.4,82.0,"Card Drafting, Dice Rolling"
Buzz It!,2010.0,3,15,30,7,337,5.67,12874,1.11,604.0,Card Drafting
Sprouts,1967.0,2,2,10,0,108,5.96,12875,1.58,86.0,Paper-and-Pencil
Galaktico,2009.0,2,3,40,10,46,6.49,12876,3.0,56.0,"Hand Management, Hexagon Grid, Memory, Rock-Paper-Scissors"
"Road to Richmond: The Peninsular Campaign, May-July, 1862",1977.0,2,2,120,12,109,6.07,12877,1.9,484.0,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control"
RisiKo! Challenge,2010.0,3,5,90,14,86,6.21,12878,1.8,151.0,"Area Movement, Dice Rolling, Player Elimination, Set Collection"
Saga,1980.0,2,6,45,10,151,5.83,12879,1.64,391.0,
NXS,2015.0,2,3,60,10,51,7.13,12880,3.0,29.0,Modular Board
